predicted_direction,predicted_state_at_horizon,horizon_months,voice,hedged,attributed_to,page_id,source,arm,window,window_kind,cycle,newspaper_title,lccn,date,publisher_state,claim_month,target_month,actual_state,hit,confidence,brier,epu
worsen,recession,6,editorial,False,,1929216264,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-29,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,editorial,False,,1929216264,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-29,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,editorial,True,,1929216264,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-29,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
improve,expansion,6,other,True,,1929216316,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-29,,2009-01,2009-07,expansion,True,0.7,0.09000000000000002,236.5221
improve,expansion,6,quoted_banker_or_economist,True,Ed Yardeni,1929216316,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-29,,2009-01,2009-07,expansion,True,0.7,0.09000000000000002,236.5221
worsen,recession,12,reported_survey,False,,1929216722,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-14,,2009-02,2010-02,expansion,False,0.9,0.81,233.6522
worsen,recession,24,reported_survey,False,,1929216722,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-14,,2009-02,2011-02,expansion,False,0.9,0.81,233.6522
worsen,recession,6,reported_survey,False,,1929216722,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-14,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,3,quoted_banker_or_economist,False,,1929216722,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-14,,2009-02,2009-05,recession,True,0.9,0.009999999999999995,233.6522
improve,expansion,6,quoted_banker_or_economist,False,Paul Oteliini,1929216740,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-11,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,6,reported_survey,True,,1929216740,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-11,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,reported_survey,False,,1929216740,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-11,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,6,quoted_banker_or_economist,False,Senator Johnny Isakson,1929216917,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-05,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,6,quoted_banker_or_economist,False,Adam Posen,1929216917,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-05,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,reported_survey,False,,1929216943,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-14,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
stable,expansion,6,quoted_banker_or_economist,False,Jim Scherr,1929216967,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-12,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
improve,expansion,24,quoted_banker_or_economist,False,Rob Prazmark,1929216967,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-12,,2009-01,2011-01,expansion,True,0.9,0.009999999999999995,236.5221
stable,recession,6,quoted_banker_or_economist,False,Peter Swinburn,1929216981,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-11,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,editorial,True,,1929216981,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-11,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,quoted_banker_or_economist,False,Morgan Kelly,1929220207,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-28,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,quoted_banker_or_economist,True,Morgan Kelly,1929220207,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-28,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,other,False,Jeffrey R. Immelt,1929220277,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-28,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,quoted_banker_or_economist,False,Joseph Brusuelas,1929220335,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-27,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,12,government_official,False,,1929220335,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-27,,2009-01,2010-01,expansion,False,0.9,0.81,236.5221
worsen,recession,6,editorial,False,,1929220335,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-27,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
improve,expansion,6,quoted_banker_or_economist,False,Mr. Sylla of N.Y.U.,1929220381,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-27,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
worsen,recession,6,editorial,False,,1929220416,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-27,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
improve,expansion,3,quoted_banker_or_economist,False,Dorothy McArdle,1929221100,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-04,recession,False,0.9,0.81,236.5221
improve,expansion,6,other,False,Toby Potterton,1929221100,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
improve,expansion,3,quoted_banker_or_economist,False,Dorothy McArdle,1929221100,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-04,recession,False,0.9,0.81,236.5221
worsen,recession,6,other,True,,1929221100,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,other,False,,1929221116,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
improve,expansion,6,other,False,,1929221116,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
improve,expansion,6,other,True,,1929221116,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,True,0.7,0.09000000000000002,236.5221
worsen,recession,6,other,False,,1929221175,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-16,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
improve,expansion,6,quoted_banker_or_economist,True,analysts,1929221193,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,True,0.7,0.09000000000000002,236.5221
worsen,recession,6,quoted_banker_or_economist,True,Brian W. Gould,1929221193,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,quoted_banker_or_economist,True,economists,1929221223,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-28,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
stable,recession,6,quoted_banker_or_economist,True,some economists,1929221223,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-28,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
improve,expansion,6,quoted_banker_or_economist,False,Dr. Park,1929221264,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
worsen,recession,6,quoted_banker_or_economist,True,Demetrios G. Papademetriou,1929221374,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-15,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
improve,expansion,6,quoted_banker_or_economist,True,Dean Maki,1929221496,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-20,,2009-02,2009-08,expansion,True,0.7,0.09000000000000002,233.6522
worsen,recession,6,quoted_banker_or_economist,True,,1929221496,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-20,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,editorial,False,,1929221497,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-06,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,editorial,False,,1929221497,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-06,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,12,reported_survey,False,,1929221515,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-14,,2009-01,2010-01,expansion,False,0.9,0.81,236.5221
worsen,recession,3,reported_survey,False,,1929221515,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-14,,2009-01,2009-04,recession,True,0.9,0.009999999999999995,236.5221
worsen,recession,6,reported_survey,True,,1929221515,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-14,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,quoted_banker_or_economist,True,,1929221526,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-14,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,other,True,,1929221526,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-14,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,government_official,True,Mr. Bernanke,1929221526,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-14,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,other,True,,1929221526,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-14,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,12,reported_survey,True,MGIC Investment,1929222512,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-21,,2009-01,2010-01,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,other,False,,1929222657,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-06,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,quoted_banker_or_economist,False,,1929222657,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-06,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
improve,expansion,6,quoted_banker_or_economist,False,Julian Callow,1929222657,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-06,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,quoted_banker_or_economist,True,Mahmoud Othman,1929222693,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-06,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
worsen,recession,6,other,False,,1929222742,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-02,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,government_official,False,John B. Mattingly,1929224124,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-24,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
improve,expansion,6,quoted_banker_or_economist,True,Jack P. Russo,1929224124,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-24,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
improve,expansion,6,reported_survey,False,,1929224124,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-24,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,12,quoted_banker_or_economist,True,Ben S. Bernanke,1929224145,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2010-02,expansion,False,0.7,0.48999999999999994,233.6522
improve,expansion,24,politician,False,President Obama,1929224145,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2011-02,expansion,True,0.9,0.009999999999999995,233.6522
improve,expansion,12,politician,False,President Obama,1929224145,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2010-02,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,24,politician,False,President Obama,1929224145,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2011-02,expansion,False,0.9,0.81,233.6522
worsen,recession,24,politician,False,President Obama,1929224145,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2011-02,expansion,False,0.9,0.81,233.6522
worsen,recession,10,quoted_banker_or_economist,False,Ben Bernanke,1929224148,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2009-12,expansion,False,0.9,0.81,233.6522
stable,recession,6,government_official,False,,1929224148,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,reported_survey,True,,1929224148,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,reported_survey,False,,1929224243,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,24,reported_survey,False,Ann E. Kaplan,1929224243,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-25,,2009-02,2011-02,expansion,False,0.9,0.81,233.6522
improve,expansion,6,government_official,False,Ben S. Bernanke,1929224244,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-19,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,6,government_official,False,Ben S. Bernanke,1929224244,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-19,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,quoted_banker_or_economist,False,Federal Reserve,1929224244,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-19,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,24,quoted_banker_or_economist,False,Federal Reserve,1929224244,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-19,,2009-02,2011-02,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,6,quoted_banker_or_economist,True,Nariman Behravesh,1929224244,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-19,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,editorial,False,,1929224744,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,editorial,False,,1929224744,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,editorial,False,,1929224744,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,editorial,False,,1929224744,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,6,other,False,Craig Brandman,1929224859,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
improve,expansion,6,other,False,Peter George,1929224859,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
improve,expansion,6,other,False,Charles Burckmyer and Scott Noll,1929224859,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
improve,expansion,6,other,True,Peter George,1929224859,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,True,0.7,0.09000000000000002,233.6522
worsen,recession,1,reported_survey,True,,1929224863,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2009-03,recession,True,0.7,0.09000000000000002,233.6522
worsen,recession,6,quoted_banker_or_economist,True,Michael Feroli,1929224863,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,quoted_banker_or_economist,False,Dean Baker,1929224863,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,other,False,,1929224863,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,12,quoted_banker_or_economist,False,Mr. Borremans,1929224866,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2010-02,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,6,other,True,Eric Larson,1929224866,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
improve,expansion,12,other,False,John Beckord,1929224866,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2010-02,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,6,other,False,,1929224866,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-13,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,politician,False,Mr. Obama,1929224867,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,6,editorial,False,,1929224867,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-12,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
