quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
the drop in industrial production now under way will cut into the public’s demand for expansion of power facilities.,industry,worsen,na,na,vague,assertive,expert,Charles E. Wilson,industry,True,na,/service/ndnp/ohi/batch_ohi_myrtle_ver01/data/56022775/00541313400/1949062001/0130.xml,1949-06-20,"trainman news (indianapolis, ind.) 1947-1968",full_page,worsen,,,,False,scope=industry (not US national),,
the downward trend will continue until the last quarter- of ’50 when production will be 15 per cent below the ’48 average.,general_business,worsen,na,na,vague,assertive,expert,Charles E. Wilson,national,True,na,/service/ndnp/ohi/batch_ohi_myrtle_ver01/data/56022775/00541313400/1949062001/0130.xml,1949-06-20,"trainman news (indianapolis, ind.) 1947-1968",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"it will start upward again, reaching 1918 levels by the end of 1951.",general_business,improve,na,na,vague,assertive,expert,Charles E. Wilson,national,True,na,/service/ndnp/ohi/batch_ohi_myrtle_ver01/data/56022775/00541313400/1949062001/0130.xml,1949-06-20,"trainman news (indianapolis, ind.) 1947-1968",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
the electric industry will cut consumers’ goods production 20 per cent and industrial production 10 per cent by the end of ’49.,industry,worsen,na,na,6,assertive,expert,Charles E. Wilson,industry,True,na,/service/ndnp/ohi/batch_ohi_myrtle_ver01/data/56022775/00541313400/1949062001/0130.xml,1949-06-20,"trainman news (indianapolis, ind.) 1947-1968",full_page,worsen,,,,False,scope=industry (not US national),,
"If you can wait, there is a better than even chance of getting a car for less within three months.",prices,improve,down,na,6,hedged,journalist,Mary Sheridan,industry,False,na,/service/ndnp/ohi/batch_ohi_myrtle_ver01/data/56022775/00541313400/1949062701/0135.xml,1949-06-27,"trainman news (indianapolis, ind.) 1947-1968",full_page,down,,,,False,scope=industry (not US national),,
"Reports say ODT regional officers
pect to be out of jobs Oct. 15.",employment,worsen,na,up,6,hedged,journalist,na,national,False,na,/service/ndnp/mimtptc/batch_mimtptc_jerome_ver02/data/77618337/00414188199/1945080601/0001.xml,1945-08-06,"automotive news (detroit, mich.;detroit, mi) 1938-current",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,6.0,stated
"Truck-tire expansion projects now
earing completion will add 2,000,-
000 heavy duty tires to the indus
#y's yearly capacity, according to
W. James Sears, deputy director of
'VPB's rubber bureau.",general_business,improve,na,na,vague,assertive,official,W. James Sears,industry,True,na,/service/ndnp/mimtptc/batch_mimtptc_jerome_ver02/data/77618337/00414188199/1945080601/0001.xml,1945-08-06,"automotive news (detroit, mich.;detroit, mi) 1938-current",full_page,improve,,,,False,scope=industry (not US national),,
"Business profits and war workers'
comes will be reduced in the new
fiscal year by a 20-billion-dollar
Ansh in government war spending,
according to the Budget bureau.",general_business,worsen,na,na,12,assertive,official,Budget bureau,national,True,na,/service/ndnp/mimtptc/batch_mimtptc_jerome_ver02/data/77618337/00414188199/1945080601/0001.xml,1945-08-06,"automotive news (detroit, mich.;detroit, mi) 1938-current",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,stated
"The report charged that gov
ernment confusion and Army man
power waste have so retarded new
car production that the industry
won't be able to reach its full out
put speed until October, 1947.",general_business,worsen,na,na,vague,assertive,official,Senate War Investigating committee,industry,True,na,/service/ndnp/mimtptc/batch_mimtptc_jerome_ver02/data/77618337/00414188199/1945080601/0001.xml,1945-08-06,"automotive news (detroit, mich.;detroit, mi) 1938-current",full_page,worsen,,,,False,scope=industry (not US national),,
The business outlook appears to be good in every section.,general_business,improve,na,na,vague,hedged,official,Franklin K. Lane,national,True,na,/service/ndnp/dlc/batch_dlc_antelope_ver01/data/ca06001655/00543171670/1920092401/0728.xml,1920-09-24,"the indian leader (lawrence, kan.) 1897-????",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"Business Outlook Unusually Bright, Says Gary, Steel Head;",general_business,improve,na,na,vague,assertive,expert,Gary,national,True,na,/service/ndnp/dlc/batch_dlc_antelope_ver01/data/ca06001655/00543171670/1920102901/0786.xml,1920-10-29,"the indian leader (lawrence, kan.) 1897-????",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
Great Britain Sees Early End to Strike.,employment,improve,na,down,vague,assertive,journalist,na,foreign,False,na,/service/ndnp/dlc/batch_dlc_antelope_ver01/data/ca06001655/00543171670/1920102901/0786.xml,1920-10-29,"the indian leader (lawrence, kan.) 1897-????",full_page,down,,,,False,scope=foreign (not US national),,
The next two or three years will make such an advance in the industries and commerce of the city that those leaviuir here now will not be able to recognize the place when they return then.,general_business,improve,na,na,vague,assertive,journalist,na,regional,False,na,/service/ndnp/oru/batch_oru_keithanderson_ver01/data/sn00063676/00200298469/1907110101/0678.xml,1907-11-01,"st. johns review (saint johns, or.) 1904-current",full_page,improve,,,,False,scope=regional (not US national),,
Return of Prosperity Is Predicted.,general_business,improve,na,na,vague,assertive,journalist,William C. Redfield,national,True,na,/service/ndnp/sdhi/batch_sdhi_hawk_ver01/data/sn2001063112/00415624736/1914022601/0696.xml,1914-02-26,"the mitchell capital (mitchell, dakota [s.d.]) 1879-1918",full_page,improve,worsen,NBER,0.0,True,,12.0,default
"The tendency is clearly and openly in the direction of a reduction in the cost, of food and clothing through the removal of the tariff tax.",prices,improve,down,na,vague,assertive,official,William C. Redfield,national,True,na,/service/ndnp/sdhi/batch_sdhi_hawk_ver01/data/sn2001063112/00415624736/1914022601/0696.xml,1914-02-26,"the mitchell capital (mitchell, dakota [s.d.]) 1879-1918",full_page,down,flat,CPI,0.0,True,,12.0,default
"stateB that the business outlook is very bad, a great many being out of work and much suffering in consequence.",general_business,worsen,na,up,vague,assertive,layperson,J. N. Turnquist,regional,True,na,/service/ndnp/sdhi/batch_sdhi_lightning_ver01/data/sn2001063549/00415625017/1908030601/0034.xml,1908-03-06,"saturday news (watertown, s.d.) 19??-19??",full_page,worsen,,,,False,scope=regional (not US national),,
"The next few years will witness an era of new hotel construction, because of the fact that now a man can live in a hotel with his family and feel that the surrounding influences conform to his highest ideals.",general_business,improve,na,na,vague,assertive,expert,S. W. Straus,national,True,na,/service/ndnp/iune/batch_iune_bismuth_ver01/data/sn2008060406/00332898176/1920073001/0400.xml,1920-07-30,"the american issue (westerville, ohio) 1912-19??",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"Within a short time the city according to local city officials and former officials, will be in an excellent financial condition and the thirty-two thousand dollars paid yearly by the saloons will not be missed, be cause its place will have been taken by moneys from other sources.",general_business,improve,na,na,vague,assertive,official,na,regional,True,na,/service/ndnp/iune/batch_iune_bismuth_ver01/data/sn2008060406/00332898176/1920073001/0400.xml,1920-07-30,"the american issue (westerville, ohio) 1912-19??",full_page,improve,,,,False,scope=regional (not US national),,
"It is engaged in an acrimonious controversy with its employes which may culminate in a strike, paralyzing a large sector, of the^ylQmobile industry.",general_business,worsen,na,na,vague,hedged,journalist,na,industry,False,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1945112901/0360.xml,1945-11-29,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,,,,False,scope=industry (not US national),,
Dodge Corporation Sees Construction For Next Year Rising Fifty Percent Over 1945,general_business,improve,na,na,12,assertive,expert,F. W. Dodge Corporation,industry,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1945122701/0386.xml,1945-12-27,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,,,,False,scope=industry (not US national),,
"F. W. Dodge Corporation, fact-finding organiza tion for employers in the construction industry, estimates total dollar volume of new construction next year as 50 percent great er than in 1945 in the 37 states east of the Rocky Mountains.",general_business,improve,na,na,12,hedged,expert,F. W. Dodge Corporation,industry,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1945122701/0386.xml,1945-12-27,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,,,,False,scope=industry (not US national),,
"An increase of 178 per cent in residential construction, with a total of $1,350,000,000 in the east ern states is estimated.",general_business,improve,na,na,12,hedged,expert,F. W. Dodge Corporation,industry,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1945122701/0386.xml,1945-12-27,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,,,,False,scope=industry (not US national),,
"Manpower in the designing, build ing, and materials and equipment fields is still comparatively scarce, bat according to Dodge’s interpretation this condition is not likely to last vary long.",employment,improve,na,na,vague,hedged,expert,F. W. Dodge Corporation,industry,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1945122701/0386.xml,1945-12-27,"the potters herald (east liverpool, ohio) 1899-1982",full_page,down,,,,False,scope=industry (not US national),,
He forecast a huge loss in 1946 through preventable mishaps.,general_business,worsen,na,na,12,assertive,expert,Ned H. Dearborn,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1945122701/0386.xml,1945-12-27,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
"Unless we curb the accident rate, economic reconversion will be seriously impaired and large-scale unemployment will result.",employment,worsen,na,up,vague,assertive,expert,Ned H. Dearborn,national,True,unless we curb the accident rate,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1945122701/0386.xml,1945-12-27,"the potters herald (east liverpool, ohio) 1899-1982",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
Unless the price control act is renewed there will be no limit to which our price levels wopld soar.,prices,worsen,up,na,vague,assertive,official,Harry S. Truman,national,True,price control act is not renewed,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1946032101/0457.xml,1946-03-21,"the potters herald (east liverpool, ohio) 1899-1982",full_page,up,up,CPI,1.0,True,,12.0,default
"The average American will eat at least 8% more in 1946 tlupi before the war, while the rest of the world will average 12% less.",other,improve,na,na,12,assertive,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1946032101/0457.xml,1946-03-21,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
"The average American will get ab- ut 3,360 calories daily compared with 3,320 in 1945",other,improve,na,na,12,assertive,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1946032101/0457.xml,1946-03-21,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
"More than 12, million people in Europe will have to live on less than 2,000 calories a day, 28 million will get h-.-s than 1,500 daily, and in some parts of Europe people will get as little as 1,000 calories.",other,worsen,na,na,vague,assertive,journalist,na,foreign,False,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580345/1946032101/0457.xml,1946-03-21,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,,,,False,scope=foreign (not US national),,
In the absence of a firm federal drive to do so their prices are sure to go up.,prices,worsen,up,na,vague,assertive,journalist,na,national,False,absence of a firm federal drive,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1948070101/0165.xml,1948-07-01,"the potters herald (east liverpool, ohio) 1899-1982",full_page,up,down,CPI,0.0,True,,12.0,default
